Date,Open,High,Low,Close,Adj Close,Volume
2000-05-17,145.6875,146.1875,144.46875,145.15625,97.25389099121094,5907200
2000-05-18,145.625,146.3125,143.375,143.375,96.06045532226562,4325600
2000-05-19,142.5625,143.234375,140.40625,141.125,94.55297088623047,6518400
2000-05-22,141.25,141.46875,137.0,140.0625,93.84111785888672,10839400
2000-05-23,140.4375,140.8125,137.5625,138.0,92.45925903320312,7979200
2000-05-24,138.0,140.6875,136.5,140.25,93.96673583984375,11081500
2000-05-25,140.6875,141.8125,137.71875,137.84375,92.35454559326172,8278900
2000-05-26,138.8125,139.6875,137.328125,138.0,92.45925903320312,4814000
2000-05-30,140.0,142.9375,139.46875,142.5,95.47423553466797,5362700
2000-05-31,142.5625,144.0,142.09375,142.8125,95.68360137939453,6056500
2000-06-01,143.6875,145.4375,143.0,145.3125,97.3585433959961,8961600
2000-06-02,148.9375,149.09375,147.484375,147.84375,99.05448150634766,8962200
2000-06-05,147.46875,148.21875,146.875,147.125,98.57292938232422,6998100
2000-06-06,146.625,147.78125,145.90625,146.46875,98.13324737548828,4858900
2000-06-07,146.625,148.0,146.0,147.484375,98.81375122070312,4919500
2000-06-08,147.5,147.75,146.0625,146.90625,98.42642211914062,5723100
2000-06-09,147.5,147.96875,145.625,146.59375,98.21700286865234,3085300
2000-06-12,146.96875,146.96875,144.875,144.875,97.06543731689453,3678900
2000-06-13,144.8125,147.75,144.625,147.59375,98.88705444335938,6558700
2000-06-14,148.25,148.875,147.1875,147.84375,99.05448150634766,6420500
2000-06-15,148.125,148.75,146.84375,148.15625,99.2638931274414,5881200
2000-06-16,148.3125,148.3125,145.875,146.59375,98.4482192993164,5567900
2000-06-19,146.46875,149.15625,146.25,148.46875,99.70745086669922,5106900
2000-06-20,148.1875,148.875,147.0,147.9375,99.35067749023438,6480000
2000-06-21,146.9375,148.4375,146.890625,147.875,99.30870819091797,3115000
2000-06-22,147.5625,147.6875,145.0,145.625,97.79766845703125,7490500
2000-06-23,145.8125,146.125,143.875,144.375,96.95821380615234,4863300
2000-06-26,145.375,146.25,144.875,146.234375,98.20690155029297,5201300
2000-06-27,145.984375,146.71875,145.015625,145.15625,97.48289489746094,4159500
2000-06-28,145.625,146.984375,145.3125,145.5625,97.75574493408203,5347700
2000-06-29,144.75,145.75,143.515625,144.1875,96.83230590820312,6345700
2000-06-30,143.9375,145.59375,143.890625,145.28125,97.56681060791016,7420200
2000-07-03,145.4375,147.4375,145.1875,147.28125,98.90996551513672,1436600
2000-07-05,146.375,146.65625,144.375,144.625,97.12613677978516,2748200
2000-07-06,144.9375,146.46875,144.21875,145.75,97.88160705566406,5963200
2000-07-07,146.6875,148.78125,146.25,148.09375,99.45563507080078,3034800
2000-07-10,147.875,148.90625,147.53125,147.84375,99.2877197265625,2816100
2000-07-11,147.46875,149.125,147.15625,148.15625,99.49759674072266,5431600
2000-07-12,149.28125,150.125,148.6875,149.125,100.14820098876953,5883000
2000-07-13,149.984375,150.375,149.1875,149.78125,100.58885955810547,5356000
2000-07-14,150.4375,151.25,149.671875,151.25,101.57528686523438,5341900
2000-07-17,150.984375,151.984375,150.6875,151.0,101.40737915039062,4208300
2000-07-18,150.625,150.625,149.34375,149.765625,100.57838439941406,4262100
2000-07-19,149.46875,149.90625,148.25,148.5625,99.77041625976562,8506800
2000-07-20,149.0,150.625,148.8125,150.625,101.1555404663086,4538900
2000-07-21,149.75,149.75,147.6875,147.6875,99.18277740478516,5656900
2000-07-24,148.125,148.859375,146.5625,146.84375,98.61616516113281,5628500
2000-07-25,147.75,147.84375,146.78125,147.3125,98.93096160888672,4757100
2000-07-26,146.96875,147.15625,145.640625,145.875,97.9655532836914,12062500
2000-07-27,145.9375,146.625,144.6875,145.375,97.62975311279297,7652600
2000-07-28,145.71875,145.90625,141.515625,142.09375,95.42621612548828,6229500
2000-07-31,142.9375,144.125,142.0625,143.0,96.03482055664062,5265500
2000-08-01,143.625,144.71875,143.125,143.875,96.62242126464844,3946600
2000-08-02,143.875,145.40625,143.625,144.59375,97.1051025390625,7439800
2000-08-03,142.875,145.8125,142.625,145.59375,97.77668762207031,4607100
2000-08-04,146.3125,146.71875,145.40625,146.375,98.30136108398438,3686600
2000-08-07,146.71875,148.4375,146.375,148.125,99.47660064697266,4159800
2000-08-08,147.5,148.8125,147.5,148.6875,99.85437774658203,3658700
2000-08-09,149.140625,149.21875,147.375,147.4375,99.014892578125,5383800
2000-08-10,147.53125,147.859375,146.28125,146.71875,98.53221893310547,4193400
2000-08-11,146.625,148.0,145.5625,147.40625,98.99393463134766,5089400
2000-08-14,147.78125,149.5625,147.0625,149.28125,100.25310516357422,2966700
2000-08-15,149.34375,149.8125,148.5625,149.15625,100.16917419433594,5564600
2000-08-16,149.3125,149.9375,147.84375,148.625,99.81240844726562,5191600
2000-08-17,148.6875,150.4375,148.34375,150.1875,100.86175537109375,5652200
2000-08-18,150.375,150.375,149.21875,149.6875,100.52590942382812,4626400
2000-08-21,150.03125,150.71875,149.40625,150.5,101.07156372070312,2380600
2000-08-22,150.5625,151.3125,150.09375,150.25,100.9037094116211,3075300
2000-08-23,149.8125,151.28125,149.28125,150.84375,101.30244445800781,5483200
2000-08-24,151.15625,151.5,150.5,151.3125,101.6171875,4529000
2000-08-25,151.15625,151.625,150.9375,151.25,101.57528686523438,2822200
2000-08-28,151.25,152.90625,151.25,151.765625,101.9215087890625,5518700
2000-08-29,151.4375,151.875,150.90625,151.796875,101.94255065917969,3561900
2000-08-30,151.3125,151.5,150.34375,150.34375,100.96662139892578,3964800
2000-08-31,151.0625,153.09375,150.90625,152.34375,102.30980682373047,4863100
2000-09-01,153.25,153.59375,152.0,152.5,102.4147720336914,3191200
2000-09-05,151.875,152.203125,150.8125,151.28125,101.59623718261719,3470800
2000-09-06,151.1875,151.953125,149.53125,149.5625,100.4419937133789,4322200
2000-09-07,150.25,151.078125,149.828125,150.84375,101.30244445800781,4265500
2000-09-08,150.28125,150.5,149.328125,149.8125,100.60986328125,3518200
2000-09-11,149.75,151.1875,148.6875,149.59375,100.46295928955078,3937500
2000-09-12,149.75,150.25,148.4375,148.5,99.7283935546875,4769100
2000-09-13,148.0,149.34375,147.65625,148.890625,99.99076843261719,7691600
2000-09-14,149.875,149.9375,148.15625,149.640625,100.49443054199219,3397100
2000-09-15,148.1875,148.25,146.0,146.0,98.29586791992188,4085700
2000-09-18,146.375,146.96875,144.203125,144.65625,97.3911361694336,5109300
2000-09-19,145.125,146.3125,144.703125,145.96875,98.27478790283203,6588200
2000-09-20,145.6875,146.03125,143.15625,144.890625,97.54893493652344,6508100
2000-09-21,144.46875,145.5625,142.625,142.6875,96.06568145751953,5972300
2000-09-22,142.625,145.3125,142.421875,145.28125,97.81192016601562,7791300
2000-09-25,145.9375,146.0625,143.71875,144.25,97.11763763427734,9726300
2000-09-26,144.375,145.0,142.40625,142.40625,95.8763198852539,5302400
2000-09-27,143.5625,143.96875,142.125,143.15625,96.38125610351562,7186200
2000-09-28,143.1875,146.328125,142.890625,145.0,97.62260437011719,7036400
2000-09-29,145.46875,145.96875,143.625,143.625,96.69683074951172,9333600
2000-10-02,144.28125,144.90625,143.140625,143.84375,96.84413146972656,5517800
2000-10-03,144.53125,145.75,142.28125,142.5,95.93946838378906,9347200
2000-10-04,142.875,144.25,141.75,143.6875,96.73894500732422,6148900
2000-10-05,143.40625,144.84375,143.3125,144.1875,97.07557678222656,4566900
2000-10-06,143.875,144.640625,139.75,141.0625,94.9716567993164,10014900
2000-10-09,141.3125,141.3125,139.375,140.0,94.2563247680664,4508000
2000-10-10,140.09375,141.25,137.6875,137.6875,92.69940185546875,6104700
2000-10-11,137.625,138.625,135.125,136.53125,91.92088317871094,10346000
2000-10-12,137.28125,137.59375,132.78125,133.125,89.62764739990234,12336900
2000-10-13,132.9375,137.65625,132.875,137.5625,92.6152114868164,11778800
2000-10-16,137.40625,138.234375,136.6875,138.1875,93.03602600097656,5659000
2000-10-17,138.4375,138.5625,134.40625,134.75,90.7216796875,7831700
2000-10-18,132.625,136.125,130.15625,134.25,90.38507080078125,10897300
2000-10-19,136.84375,139.453125,136.4375,139.3125,93.79342651367188,8767300
2000-10-20,138.375,141.1875,138.375,139.90625,94.19322204589844,7373500
2000-10-23,139.9375,141.03125,138.9375,140.53125,94.61394500732422,5290000
2000-10-24,140.96875,141.9375,139.0,139.59375,93.98281860351562,5750700
2000-10-25,138.75,139.5625,136.125,136.3125,91.77363586425781,9137600
2000-10-26,137.125,137.65625,134.03125,136.6875,92.0261001586914,9345800
2000-10-27,137.875,139.28125,136.625,139.28125,93.77241516113281,9762900
2000-10-30,138.4375,141.09375,138.15625,140.53125,94.61394500732422,10154100
2000-10-31,141.015625,143.6875,140.0625,142.953125,96.2445068359375,7752400
2000-11-01,142.25,143.25,141.21875,142.46875,95.91842651367188,6753600
2000-11-02,143.15625,143.90625,142.515625,142.703125,96.0761947631836,11395100
2000-11-03,143.46875,143.75,142.375,142.78125,96.12883758544922,5187100
2000-11-06,143.15625,144.296875,143.03125,143.78125,96.80205535888672,4042500
2000-11-07,143.140625,144.0,142.5625,143.75,96.78101348876953,5231300
2000-11-08,144.0625,144.0625,140.5625,140.5625,94.63499450683594,6123300
2000-11-09,140.0,141.21875,137.25,140.03125,94.2773208618164,10635300
2000-11-10,139.0,139.46875,136.53125,136.625,91.98404693603516,8569500
2000-11-13,135.625,136.984375,133.015625,135.5625,91.26870727539062,17285300
2000-11-14,137.46875,139.625,137.0,139.125,93.66722106933594,7668900
2000-11-15,139.0625,140.109375,137.75,139.5625,93.96177673339844,8837700
2000-11-16,138.578125,139.875,137.3125,137.375,92.4889907836914,6684100
2000-11-17,137.3125,139.0,135.75,136.640625,91.99456024169922,6551100
2000-11-20,135.75,136.375,134.3125,134.6875,90.67961883544922,5458500
2000-11-21,134.875,136.1875,133.515625,135.375,91.14247131347656,7684300
2000-11-22,134.34375,134.875,132.125,132.140625,88.96490478515625,5736900
2000-11-24,133.625,134.96875,133.625,134.84375,90.78479766845703,3411600
2000-11-27,136.46875,136.6875,135.3125,136.03125,91.58433532714844,5992000
2000-11-28,135.125,136.59375,133.640625,133.6875,90.00635528564453,5336100
2000-11-29,134.375,135.90625,133.265625,133.4375,89.8380355834961,6914100
2000-11-30,132.5,133.5,129.75,132.28125,89.05957794189453,11201600
2000-12-01,133.1875,134.0625,131.0,132.21875,89.01748657226562,7587200
2000-12-04,131.875,133.875,131.5,133.34375,89.77490234375,6996600
2000-12-05,134.875,138.25,134.40625,137.71875,92.72039794921875,8883400
2000-12-06,137.78125,138.34375,135.03125,135.515625,91.23714447021484,12888000
2000-12-07,134.875,135.875,133.65625,133.65625,89.98528289794922,6529100
2000-12-08,137.0625,139.46875,133.875,133.96875,90.19570922851562,10276300
2000-12-11,137.375,139.5625,136.71875,138.625,93.33058166503906,6405600
2000-12-12,138.1875,138.8125,137.375,138.03125,92.93080139160156,5022900
2000-12-13,139.25,139.40625,136.03125,136.140625,91.65792083740234,6070500
2000-12-14,135.875,136.5,134.03125,134.40625,90.49022674560547,7678400
2000-12-15,133.125,133.125,130.5625,130.96875,88.44636535644531,9065300
2000-12-18,132.0625,133.46875,131.765625,132.71875,89.62818145751953,7235400
2000-12-19,132.46875,134.96875,130.015625,130.015625,87.80271911621094,9616600
2000-12-20,128.625,128.9375,126.09375,126.25,85.25972747802734,9994300
2000-12-21,126.0,128.859375,125.53125,127.125,85.85059356689453,14331500
2000-12-22,129.0,131.109375,128.84375,130.9375,88.42523956298828,10182900
2000-12-26,130.84375,132.34375,130.28125,132.34375,89.37494659423828,4665300
2000-12-27,131.75,133.734375,131.25,133.3125,90.02916717529297,4854100
2000-12-28,132.8125,133.875,132.59375,133.71875,90.30347442626953,8358700
2000-12-29,134.0625,134.28125,131.1875,131.1875,88.59413146972656,8774600
2001-01-02,132.0,132.15625,127.5625,128.8125,86.99019622802734,8737500
2001-01-03,128.3125,136.0,127.65625,135.0,91.16876983642578,19431600
2001-01-04,134.9375,135.46875,133.0,133.546875,90.18746948242188,9219000
2001-01-05,133.46875,133.625,129.1875,129.1875,87.24341583251953,12911400
2001-01-08,129.875,130.1875,127.6875,130.1875,87.91879272460938,6625300
2001-01-09,131.046875,131.5,129.421875,129.84375,87.68665313720703,5702400
2001-01-10,129.0,132.125,128.8125,132.125,89.22723388671875,8746100
2001-01-11,131.09375,133.484375,131.09375,132.25,89.3116683959961,7245100
2001-01-12,132.6875,133.71875,131.28125,132.0,89.14279174804688,7244000
2001-01-16,132.0,133.1875,131.515625,132.84375,89.71261596679688,8542200
2001-01-17,134.84375,135.046875,132.640625,133.453125,90.1241455078125,7851400
2001-01-18,133.4375,135.703125,132.9375,134.78125,91.02106475830078,8107000
2001-01-19,136.1875,136.1875,133.875,134.015625,90.50401306152344,7782500
2001-01-22,134.25,135.78125,133.5625,134.90625,91.10548400878906,7050900
2001-01-23,134.46875,136.65625,134.15625,135.96875,91.8230209350586,8463100
2001-01-24,136.25,137.3125,135.84375,136.375,92.09735107421875,6199900
2001-01-25,136.25,137.25,135.65625,136.03125,91.865234375,10818300
2001-01-26,135.15625,136.125,134.453125,135.875,91.75965118408203,7136800
2001-01-29,135.5,136.89999389648438,135.3699951171875,136.60000610351562,92.24931335449219,6705900
2001-01-30,136.3000030517578,137.9199981689453,135.7899932861328,137.8000030517578,93.0596923828125,7069100
2001-01-31,137.39999389648438,138.6999969482422,136.60000610351562,137.02000427246094,92.53297424316406,9706900
2001-02-01,137.10000610351562,137.9499969482422,136.25,137.92999267578125,93.14744567871094,8239100
2001-02-02,137.39999389648438,137.99000549316406,134.75,134.8000030517578,91.03372192382812,8276600
2001-02-05,134.8000030517578,135.94000244140625,134.75,135.7899932861328,91.70228576660156,4352900
2001-02-06,135.3000030517578,136.6999969482422,135.22000122070312,135.38999938964844,91.43213653564453,7106700
2001-02-07,134.72000122070312,135.39999389648438,133.67999267578125,134.69000244140625,90.95943450927734,5748700
2001-02-08,134.8000030517578,135.39999389648438,133.10000610351562,133.1199951171875,89.899169921875,5943300
2001-02-09,133.35000610351562,133.35000610351562,131.25999450683594,131.83999633789062,89.03475189208984,9913000
2001-02-12,131.6999969482422,133.5,131.6999969482422,133.35000610351562,90.05445098876953,5804400
2001-02-13,133.6999969482422,134.1699981689453,132.0,132.25999450683594,89.31841278076172,6587600
2001-02-14,132.64999389648438,132.64999389648438,130.66000366210938,132.05999755859375,89.1833267211914,8400100
2001-02-15,132.83999633789062,133.52000427246094,131.99000549316406,133.33999633789062,90.0477294921875,5929800
2001-02-16,131.0,131.2899932861328,129.3000030517578,130.39999389648438,88.06229400634766,6434900
2001-02-20,131.0399932861328,131.13999938964844,128.10000610351562,128.38999938964844,86.70488739013672,5760000
2001-02-21,127.9000015258789,128.83999633789062,125.5,125.62000274658203,84.834228515625,10910800
2001-02-22,126.3499984741211,126.54000091552734,123.0199966430664,125.80999755859375,84.96255493164062,21281600
2001-02-23,125.08000183105469,125.54000091552734,121.80000305175781,124.95999908447266,84.38850402832031,20173000
2001-02-26,125.80000305175781,127.62000274658203,124.5,127.62000274658203,86.18489074707031,11503700
2001-02-27,126.80000305175781,127.83999633789062,125.51000213623047,126.44000244140625,85.38797760009766,11415000
2001-02-28,126.75,126.83999633789062,123.2699966430664,123.94999694824219,83.70643615722656,14825800
2001-03-01,124.05000305175781,124.5999984741211,121.75,124.5999984741211,84.14540100097656,14672000
2001-03-02,122.5,125.6500015258789,122.30000305175781,123.61000061035156,83.4768295288086,12564300
2001-03-05,124.1500015258789,124.77999877929688,123.80999755859375,124.73999786376953,84.23994445800781,5293200
2001-03-06,126.3499984741211,127.75,125.48999786376953,126.08000183105469,85.14486694335938,6917000
2001-03-07,126.9000015258789,127.04000091552734,125.76000213623047,126.9800033569336,85.75269317626953,6371700
2001-03-08,126.5999984741211,127.23999786376953,126.13999938964844,127.12000274658203,85.84723663330078,6055000
2001-03-09,126.0999984741211,126.0999984741211,123.11000061035156,123.36000061035156,83.30802154541016,10020300
2001-03-12,122.33999633789062,122.5,117.75,118.08000183105469,79.74227142333984,13972900
2001-03-13,119.4000015258789,120.44000244140625,117.52999877929688,120.0199966430664,81.05242919921875,12888000
2001-03-14,117.05000305175781,119.29000091552734,115.75,117.6500015258789,79.45188903808594,19883400
2001-03-15,118.44999694824219,118.86000061035156,117.36000061035156,117.68000030517578,79.47218322753906,10370300
2001-03-16,117.12999725341797,117.4000015258789,114.80999755859375,115.01000213623047,77.87815856933594,58514600
2001-03-19,115.76000213623047,117.69000244140625,114.81999969482422,117.3499984741211,79.46267700195312,10067800
2001-03-20,117.9000015258789,118.45999908447266,114.11000061035156,114.19999694824219,77.3296890258789,15083900
2001-03-21,114.18000030517578,115.26000213623047,111.9000015258789,112.26000213623047,76.01602172851562,19004600
2001-03-22,112.0199966430664,112.5999984741211,108.04000091552734,111.12000274658203,75.24407196044922,28624800
2001-03-23,113.25,114.66000366210938,111.5,114.4800033569336,77.519287109375,12861700
2001-03-26,115.69999694824219,116.2699966430664,114.7699966430664,115.94000244140625,78.50791931152344,9943800
2001-03-27,115.62000274658203,118.6500015258789,115.27999877929688,118.30999755859375,80.11273956298828,12880700
2001-03-28,116.9000015258789,116.94999694824219,114.9000015258789,115.04000091552734,77.89847564697266,10953300
2001-03-29,114.69999694824219,116.5,112.13999938964844,115.4800033569336,78.19644165039062,12060300
2001-03-30,115.55000305175781,116.69000244140625,114.5,116.69000244140625,79.01577758789062,9183600
2001-04-02,116.30000305175781,117.37999725341797,113.80000305175781,114.19999694824219,77.3296890258789,10561000
2001-04-03,113.9800033569336,114.1500015258789,110.05999755859375,110.38999938964844,74.7497329711914,12836000
2001-04-04,110.56999969482422,112.0999984741211,109.30000305175781,110.8499984741211,75.0612564086914,14884300
2001-04-05,113.30000305175781,115.48999786376953,112.5,115.05000305175781,77.90524291992188,21522800
2001-04-06,113.98999786376953,114.4000015258789,112.05999755859375,113.30000305175781,76.72028350830078,14937800
2001-04-09,114.0,114.98999786376953,112.77999877929688,114.55999755859375,77.57345581054688,9034300
2001-04-10,115.44999694824219,117.75,115.16999816894531,116.6500015258789,78.98867797851562,17873600
2001-04-11,118.77999877929688,118.98999786376953,116.13999938964844,116.7300033569336,79.04287719726562,12722300
2001-04-12,116.30000305175781,118.94000244140625,115.95999908447266,118.8499984741211,80.47842407226562,9233200
2001-04-16,118.29000091552734,118.88999938964844,116.91000366210938,117.5999984741211,79.63196563720703,7350000
2001-04-17,117.30999755859375,119.66000366210938,117.0199966430664,119.26000213623047,80.75601959228516,10924700
2001-04-18,121.05999755859375,126.0,120.69000244140625,124.0,83.9656753540039,32481600
2001-04-19,124.25,125.83999633789062,123.58000183105469,125.6500015258789,85.08295440673828,13809900
2001-04-20,124.9000015258789,125.4000015258789,123.66000366210938,124.5,84.30425262451172,7626700
2001-04-23,123.6500015258789,123.88999938964844,121.91000366210938,122.23999786376953,82.77389526367188,8451800
2001-04-24,122.5199966430664,123.6500015258789,121.0999984741211,121.58000183105469,82.3270034790039,10044700
2001-04-25,121.41999816894531,123.66999816894531,120.94999694824219,123.16999816894531,83.40364074707031,8249000
2001-04-26,123.7300033569336,125.22000122070312,123.5,123.72000122070312,83.77606964111328,10590400
2001-04-27,124.91999816894531,125.83999633789062,124.19999694824219,125.77999877929688,85.1710205078125,7938700
2001-04-30,126.44999694824219,127.2699966430664,124.66999816894531,126.66000366210938,85.7668685913086,10766900
2001-05-01,125.06999969482422,127.1500015258789,124.5999984741211,127.05000305175781,86.03096008300781,10578000
2001-05-02,127.41000366210938,127.69000244140625,126.0,126.81999969482422,85.87522888183594,9572900
2001-05-03,126.12999725341797,126.1500015258789,124.22000122070312,125.20999908447266,84.78502655029297,9926200
2001-05-04,123.6500015258789,127.3499984741211,123.44000244140625,127.33999633789062,86.22734069824219,12145300
2001-05-07,126.86000061035156,127.37999725341797,126.2300033569336,126.23999786376953,85.48248291015625,7185200
2001-05-08,126.86000061035156,127.0999984741211,125.55999755859375,126.18000030517578,85.44185638427734,6952600
2001-05-09,125.25,126.55000305175781,125.05999755859375,125.6500015258789,85.08295440673828,9507400
2001-05-10,127.26000213623047,127.5,125.7699966430664,126.0199966430664,85.33350372314453,6872400
2001-05-11,126.0,126.48999786376953,124.4000015258789,125.1500015258789,84.7444076538086,7734400
2001-05-14,124.9000015258789,125.44000244140625,124.45999908447266,125.4000015258789,84.91368865966797,7914000
2001-05-15,125.55000305175781,126.5,124.8499984741211,125.9800033569336,85.30643463134766,9782200
2001-05-16,124.83999633789062,129.1999969482422,124.62000274658203,128.9499969482422,87.3175277709961,14909000
